FID,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STAr,Shape_STLe,ShapeSTAre,ShapeSTLen,PARK_ID,REGION,TC_ID,Shape_Leng,OBJECTID_1,TC_ID_1,VALUE_0,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,OBJECTID_2,TC_ID_12,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,Shape__Area,Shape__Length
724,8573,Bradford Street Play Area,City of Boston,A97,3,South End,0.04,"18 Bradford St, Boston, MA",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,1596.475342,161.649462,30,PARK_Maintenance_Region 6,8573,161.649462,733,8573,0,1596,1,1597,0,1,99.93738259,0.062617408,0.062617408,0,733,8573,1597,1596,1,0,0,0,0,0,1597,0,99.93738259,0.062617408,0,0,0,0,0,100,0,1596.476074,161.649462
725,8574,Lincoln Square,City of Boston,A97,1,South Boston,0.22,"30 Lincoln St, Boston, MA",Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,William Hannigan Square, ,0,0,9434.173096,521.4276824,179,PARK_Maintenance_Region 6,8574,521.4276824,734,8574,0,5246,3673,9430,213,3886,55.63096501,38.95015907,41.20890774,2.258748674,734,8574,9430,5246,3673,0,0,0,298,213,8919,511,55.63096501,38.95015907,0,0,0,3.160127253,2.258748674,94.58112407,5.418875928,9434.173096,521.4276824
726,8575,Laviscount Park,City of Boston,A97,3,Roxbury,0.64,"80 Humboldt Ave., Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Townsend Street Plaza,BPRD,0,0,50272.57422,1081.074744,177,PARK_Maintenance_Region 5,8575,1081.074744,735,8575,0,24491,19164,50273,6468,25632,48.71601058,38.11986553,50.98561852,12.86575299,735,8575,50273,24491,19164,0,0,0,150,6468,43655,6618,48.71601058,38.11986553,0,0,0,0.298370895,12.86575299,86.83587612,13.16412388,50272.57495,1081.074744
727,8576,Statler Park,City of Boston,A97,1,Central Boston,0.22675082,"243 Stuart St, Boston, MA",Special District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,10134.56812,496.3200215,294,PARK_Maintenance_Region 5,8576,496.3200215,736,8576,0,1841,6511,10132,1780,8291,18.17015397,64.26174497,81.82984603,17.56810107,736,8576,10132,1841,6511,0,0,0,0,1780,8352,1780,18.17015397,64.26174497,0,0,0,0,17.56810107,82.43189893,17.56810107,10134.56812,496.3200215
728,8577,Hynes Playground,City of Boston,A97,3,West Roxbury,6.36389352,"480 VFW Pkwy, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,279491.6886,2129.955018,159,PARK_Maintenance_Region 4,8577,2129.955018,737,8577,1750,64331,173512,277751,39859,213371,23.16139276,62.47034214,76.82096554,14.3506234,737,8577,277751,64331,173512,14258,0,15,34,25601,252101,25650,23.16139276,62.47034214,5.133374857,0,0.005400521,0.01224118,9.217248543,90.76510976,9.234890243,279491.6881,2129.955018
729,8578,Rink Grounds,Commonwealth of Massachusetts,A97,3,Charlestown,0.73,"29 Neponset Ave, Dorchester, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, , ,0,0,31985.92554,1995.257454, ,INFO_Reallocation From Dept,8578,1995.257454,738,8578,0,18322,5304,31980,6724,12028,57.29205754,16.58536585,37.61100688,21.02564103,738,8578,31980,18322,5304,0,0,1370,260,6724,23626,8354,57.29205754,16.58536585,0,0,4.283927455,0.81300813,21.02564103,73.87742339,26.12257661,31985.92554,1995.257454
730,8579,Columbia Road Totlot,City of Boston, ,3,Dorchester,0.22,"780 Columbia Rd, Dorchester, MA",Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , , ,0,0,9388.523682,403.9660278, ,INFO_Reallocation From Dept,8579,403.9660277,739,8579,0,2461,752,9389,6033,6785,26.21152412,8.00937267,72.26541698,64.25604431,739,8579,9389,2461,752,0,0,143,0,6033,3213,6176,26.21152412,8.00937267,0,0,1.523058899,0,64.25604431,34.22089679,65.77910321,9388.522949,403.9660277
731,8580,North Square,City of Boston, ,1,Central Boston,0.06604965,"15 North St, Boston, MA",Residential District,"Malls, Squares & Plazas",NULL,PWD,N,X, ,PWD,0,0,2935.194336,257.7060926, ,PARK_Maintenance_Region 1,8580,257.7060925,740,8580,0,0,254,2933,2413,2667,0,8.660075009,90.93078759,82.27071258,740,8580,2933,0,254,0,0,0,266,2413,254,2679,0,8.660075009,0,0,0,9.069212411,82.27071258,8.660075009,91.33992499,2935.194092,257.7060925
732,8581,Roxbury Heritage State Park I,Commonwealth of Massachusetts,A97,3,Roxbury,2.81,"183 Roxbury St, Boston, MA",Institutional District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, , ,0,0,122703.8108,3884.106996, ,PARK_Maintenance_Region 3,8581,3884.106996,741,8581,0,48578,38184,122687,31085,69269,39.59506712,31.12310188,56.45993463,25.33683275,741,8581,122687,48578,38184,0,0,467,4373,31085,86762,35925,39.59506712,31.12310188,0,0,0.380643426,3.564354822,25.33683275,70.718169,29.281831,122703.811,3884.106996
733,8582,Eliot Burying Ground,City of Boston,Ch114S7/A97,4,Roxbury,0.80077488,"20 Eustis St, Boston, MA",Open Space District,Cemeteries & Burying Grounds,BPRD, ,X,A, , ,0,0,34569.74438,778.8842403,103,PARK_Cemetery Maintenance Request,8582,778.8842402,742,8582,0,18742,15246,34570,331,15577,54.21463697,44.10182239,45.05929997,0.957477582,742,8582,34570,18742,15246,0,0,174,77,331,33988,582,54.21463697,44.10182239,0,0,0.503326584,0.222736477,0.957477582,98.31645936,1.683540642,34569.74365,778.8842402
734,8583,Blake Estates Urban Wild I,Private,A97/CR/WPA,6,Hyde Park,1.22,"1344 Hyde Park Ave, Hyde Park, MA",Industrial District,Urban Wilds & Natural Areas,BCC,Private,X,X,"Allis Chalmers UW, Area 1",BCC,0,0,52655.41772,1465.455391, ,INFO_Reallocation From Dept,8583,1465.455391,743,8583,0,30988,8397,45970,1889,10286,67.4091799,18.2662606,22.37546226,4.109201653,743,8583,52647,30988,8397,0,6677,0,4696,1889,46062,6585,58.85995403,15.94962676,0,12.682584,0,8.919786503,3.588048702,87.4921648,12.5078352,52655.41772,1465.455391
735,8584,Railroad Avenue,Commonwealth of Massachusetts,A97,6,Hyde Park,1.1,"29 Railroad Ave, Charlestown, MA",Residential District,Urban Wilds & Natural Areas,DCR, ,X,X, , ,0,0,47864.20313,1226.926498, ,PARK_Maintenance_Ground Maintenance,8584,1226.926498,744,8584,0,43580,682,47765,3483,4165,91.23835444,1.42782372,8.719773893,7.291950173,744,8584,47875,43580,682,0,110,0,20,3483,44372,3503,91.02872063,1.424543081,0,0.229765013,0,0.041775457,7.275195822,92.68302872,7.316971279,47864.2019,1226.926498
736,8585,Fairview Cemetery,City of Boston,Ch114S7/A97,4,Hyde Park,57.24643678,"28 Fairview Ave., Boston, MA",Residential District,Cemeteries & Burying Grounds,BPRD, ,X,X, , ,0,0,2495306.266,7299.930588,111,PARK_Cemetery Maintenance Request,8585,7299.930588,745,8585,6,1048388,1169314,2495309,257662,1426976,42.01435574,46.86048902,57.18634446,10.32585544,745,8585,2495309,1048388,1169314,12881,0,3942,16003,244781,2230583,264726,42.01435574,46.86048902,0.516208614,0,0.157976427,0.641323379,9.809646821,89.39105337,10.60894663,2495306.268,7299.930587
737,8586,McCormack School Yard,City of Boston, ,3,Dorchester,0.58,"315 Mt Vernon Street, Boston, MA",Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,BPS,0,0,25390.03418,646.8437181, ,INFO_Reallocation From Dept,8586,646.8437181,746,8586,0,858,1450,25390,23082,24532,3.379283182,5.710909807,96.62071682,90.90980701,746,8586,25390,858,1450,58,0,0,0,23024,2366,23024,3.379283182,5.710909807,0.228436392,0,0,0,90.68137062,9.318629382,90.68137062,25390.03394,646.8437181
738,8587,Belvidere/Dalton Plaza,City of Boston, ,1,Back Bay/Beacon Hill,0.14717063,"160 Belvidere St, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,Private,N,X, ,PWD,0,0,7185.122314,468.7457393, ,INFO_Reallocation From Dept,8587,468.7457394,747,8587,0,3671,2332,7183,1060,3392,51.1067799,32.46554364,47.22260894,14.75706529,747,8587,7183,3671,2332,0,0,120,0,1060,6003,1180,51.1067799,32.46554364,0,0,1.670611165,0,14.75706529,83.57232354,16.42767646,7185.122314,468.7457394
739,8588,Joyce Playground,City of Boston,A97,3,Allston-Brighton,1.31255051,"80 Union Street, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,59447.81909,1041.224601,169,PARK_Maintenance_Region 4,8588,1041.224601,748,8588,0,36406,8461,59442,14284,22745,61.24625686,14.23404327,38.2641903,24.03014703,748,8588,59442,36406,8461,0,0,0,291,14284,44867,14575,61.24625686,14.23404327,0,0,0,0.489552841,24.03014703,75.48030012,24.51969988,59447.81958,1041.224601
740,8589,Cassidy Playground,City of Boston,A97,3,Allston-Brighton,9.3341859,"381 Chestnut Hill Ave., Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,418485.1802,2708.181303,44,PARK_Maintenance_Region 4,8589,2708.181303,749,8589,0,72678,282998,418479,60768,343766,17.36717972,67.62537666,82.14653543,14.52115877,749,8589,418479,72678,282998,30531,0,2035,0,30237,386207,32272,17.36717972,67.62537666,7.295706595,0,0.486284855,0,7.225452173,92.28826297,7.711737029,418485.179,2708.181303
741,8590,Shubow Park I,City of Boston,A97,3,Allston-Brighton,0.57,"1825 Commonwealth Avenue, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Chiswick Park;  Andrew Jackson Davis Jr Tot Lot, ,0,0,24900.60474,770.589469,283,PARK_Maintenance_Region 4,8590,770.589469,750,8590,0,13343,7870,24896,3622,11492,53.59495501,31.61150386,46.16002571,14.54852185,750,8590,24896,13343,7870,0,0,0,61,3622,21213,3683,53.59495501,31.61150386,0,0,0,0.24501928,14.54852185,85.20645887,14.79354113,24900.60376,770.589469
742,8591,Shubow Park II,City of Boston, ,3,Allston-Brighton,0.16,"1825 Commonwealth Avenue, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Chiswick Park,BPWD,0,0,6776.514404,671.2075211, ,PARK_Maintenance_Region 4,8591,671.2075211,751,8591,0,5765,441,6777,571,1012,85.06713885,6.507304117,14.93286115,8.425557031,751,8591,6777,5765,441,0,0,0,0,571,6206,571,85.06713885,6.507304117,0,0,0,0,8.425557031,91.57444297,8.425557031,6776.514404,671.2075211
743,8592,St. Augustine Burying Ground,Private, ,4,South Boston,0.91,"181 Dorchester St, South Boston, MA",Residential District,Cemeteries & Burying Grounds,Private,Private,N,N, ,Private,0,0,39774.46729,1212.764555, ,INFO_Reallocation From Dept,8592,1212.764555,752,8592,0,15859,23229,39773,170,23399,39.87378372,58.40394237,58.83136801,0.427425641,752,8592,39773,15859,23229,0,0,255,260,170,39088,685,39.87378372,58.40394237,0,0,0.641138461,0.653709803,0.427425641,98.2777261,1.722273904,39774.46826,1212.764555
744,8593,Central Square,City of Boston,A97,1,East Boston,0.90501454,"22 WM C Kelly Sq., Boston, MA",Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,39423.1355,780.4375996,48,PARK_Maintenance_Region 1,8593,780.4375996,753,8593,0,14854,3299,39416,21201,24500,37.68520398,8.369697585,62.15749949,53.78780191,753,8593,39416,14854,3299,0,0,0,62,21201,18153,21263,37.68520398,8.369697585,0,0,0,0.157296529,53.78780191,46.05490156,53.94509844,39423.13647,780.4375996
745,8594,Watson Park II,BHA, ,3,South End,0.02154804,"15 Taylor St, Boston, MA",Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N, , , ,0,0,995.3413086,152.7149736, ,INFO_Reallocation From Dept,8594,152.7149737,754,8594,0,957,4,996,0,4,96.08433735,0.401606426,0.401606426,0,754,8594,996,957,4,0,0,35,0,0,961,35,96.08433735,0.401606426,0,0,3.514056225,0,0,96.48594378,3.514056225,995.3413086,152.7149736
746,8595,Watson Park I,BRA, ,3,South End,0.08,"15 Taylor St, Boston, MA",Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BRA,N,X, ,BRA,0,0,3605.421387,399.9247287, ,PARK_Maintenance_Region 6,8595,399.9247287,755,8595,0,3166,379,3608,62,441,87.74944568,10.50443459,12.22283814,1.718403548,755,8595,3608,3166,379,0,0,1,0,62,3545,63,87.74944568,10.50443459,0,0,0.027716186,0,1.718403548,98.25388027,1.746119734,3605.421387,399.9247287
747,8596,Rossmore/Stedman Park,City of Boston,A97,3,Jamaica Plain,0.07394843,"41 Rossmore St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,3204.296875,248.0702086,271,PARK_Maintenance_Region 3,8596,248.0702086,756,8596,0,2115,81,3205,1009,1090,65.99063963,2.527301092,34.00936037,31.48205928,756,8596,3205,2115,81,0,0,0,0,1009,2196,1009,65.99063963,2.527301092,0,0,0,0,31.48205928,68.51794072,31.48205928,3204.296631,248.0702086
748,8597,Brewer-Burroughs Tot Lot,City of Boston,A97,3,Jamaica Plain,0.18565302,"2 Brewer St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,8330.249756,373.015355,31,PARK_Maintenance_Region 3,8597,373.015355,757,8597,0,5782,417,8334,2132,2549,69.37844972,5.003599712,30.58555316,25.58195344,757,8597,8334,5782,417,0,0,0,3,2132,6199,2135,69.37844972,5.003599712,0,0,0,0.03599712,25.58195344,74.38204944,25.61795056,8330.249512,373.0153549
749,8598,The Fenway I,City of Boston,A97/NRHP,2,Fenway/Kenmore,50.28,"500 Fenway, Boston, MA",Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Fenway Parkway, ,0,0,294057.637,25658.24672, ,INFO_Reallocation From Dept,8598,25658.24672,758,8598,1,167208,42214,294062,67432,109646,56.86147819,14.35547606,37.28669464,22.93121859,758,8598,294062,167208,42214,47,0,300,16908,67385,209469,84593,56.86147819,14.35547606,0.015983024,0,0.102019302,5.749807864,22.91523556,71.23293727,28.76706273,294057.6372,25658.24672
750,8599,Avenue Louis Pasteur,City of Boston, ,2,Fenway/Kenmore,1.49,"1 Ave Louis Pasteur, Boston, MA",Residential District,"Parkways, Reservations & Beaches", ,BPWD,N,X, ,BPWD,0,0,64724.86963,5522.513116, ,INFO_Reallocation From Dept,8599,5522.513116,759,8599,2,24551,7729,64738,29962,37691,37.92363063,11.93889215,58.22082857,46.28193642,759,8599,64738,24551,7729,0,0,20,2476,29962,32280,32458,37.92363063,11.93889215,0,0,0.030893756,3.824647039,46.28193642,49.86252278,50.13747722,64724.86938,5522.513116
751,8600,Brighton Police Station Campus,City of Boston, ,1,Allston-Brighton,0.45,"301 Washington St, Brighton, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,BPD,N,X, ,BPD,0,0,19791.91675,1192.758786, ,INFO_Reallocation From Dept,8600,1192.758786,760,8600,0,9317,6936,19794,2777,9713,47.06981914,35.04092149,49.07042538,14.02950389,760,8600,19794,9317,6936,0,0,760,4,2777,16253,3541,47.06981914,35.04092149,0,0,3.839547338,0.020208144,14.02950389,82.11074063,17.88925937,19791.91748,1192.758786
752,8601,Public Ground,City of Boston,A97,1,Allston-Brighton,0.06,"220 Commercial St, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, ,BPRD,0,0,2775.328613,200.241863,345,INFO_Reallocation From Dept,8601,200.241863,761,8601,0,2034,0,2773,406,406,73.35016228,0,14.64118283,14.64118283,761,8601,2773,2034,0,0,0,0,333,406,2034,739,73.35016228,0,0,0,0,12.00865489,14.64118283,73.35016228,26.64983772,2775.329834,200.241863
753,8602,Tebroc Street Playlot,City of Boston,A97,3,Dorchester,0.02,"151 Bowdoin Street, Boston, MA",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,0,0,3198.054443,264.5692355, ,PARK_Maintenance_Region 2,8602,264.5691154,762,8602,0,3167,0,3197,30,30,99.06162027,0,0.938379731,0.938379731,762,8602,3197,3167,0,0,0,0,0,30,3167,30,99.06162027,0,0,0,0,0,0.938379731,99.06162027,0.938379731,3198.056396,264.5691154
754,8603,BU Grounds West,Private, ,1,Allston-Brighton,1.1,"899-925 Commonwealth Avenue, Boston, MA",Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,47968.6123,2034.157471, ,INFO_Reallocation From Dept,8603,2034.157471,763,8603,0,10518,17817,47971,15737,33554,21.92574681,37.14118947,69.94642597,32.8052365,763,8603,47971,10518,17817,0,0,3899,0,15737,28335,19636,21.92574681,37.14118947,0,0,8.127827229,0,32.8052365,59.06693627,40.93306373,47968.61328,2034.157471
755,8604,BU Grounds Central,Private, ,1,Fenway/Kenmore,2.53983108,"850 Commonwealth Ave, Boston, MA",Residential District,"Malls, Squares & Plazas",NULL, ,N,X,Boston Univ Campus, ,0,0,212502.7527,9939.625433, ,INFO_Reallocation From Dept,8604,9939.625433,764,8604,0,88641,52193,212541,43013,95206,41.70536508,24.55667377,44.79418089,20.23750712,764,8604,212541,88641,52193,0,0,22308,6386,43013,140834,71707,41.70536508,24.55667377,0,0,10.49585727,3.00459676,20.23750712,66.26203885,33.73796115,212502.75,9939.625433
756,8605,BU Grounds South,Private, ,1,Fenway/Kenmore,0.83,"630-640 Commonwealth Avenue, Boston, MA",Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,39500.0957,920.5522645, ,INFO_Reallocation From Dept,8605,920.5522646,765,8605,0,5682,13567,39507,12724,26291,14.38226137,34.34074974,66.54770041,32.20695067,765,8605,39507,5682,13567,0,0,7534,0,12724,19249,20258,14.38226137,34.34074974,0,0,19.07003822,0,32.20695067,48.72301111,51.27698889,39500.09668,920.5522646
757,8606,BU Yard,Private, ,3,Fenway/Kenmore,0.18,"775 Commonwealth Ave, Boston, MA",Residential District,"Parks, Playgrounds & Athletic Fields", , ,N,N, , ,0,0,7986.963867,382.2769421, ,INFO_Reallocation From Dept,8606,382.2769421,766,8606,0,5604,2259,7985,32,2291,70.18159048,28.29054477,28.69129618,0.400751409,766,8606,7985,5604,2259,0,0,90,0,32,7863,122,70.18159048,28.29054477,0,0,1.127113338,0,0.400751409,98.47213525,1.527864746,7986.964355,382.2769421
758,8607,BU Grounds East,Private, ,1,Fenway/Kenmore,0.61,"594-596 Commonwealth Avenue, Boston, MA",Residential District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,44774.26929,1789.674397, ,INFO_Reallocation From Dept,8607,1789.674397,767,8607,0,18364,19179,44773,4598,23777,41.01579077,42.83608425,53.10566636,10.26958211,767,8607,44773,18364,19179,0,0,1600,1032,4598,37543,7230,41.01579077,42.83608425,0,0,3.573582293,2.304960579,10.26958211,83.85187501,16.14812499,44774.26855,1789.674397
759,8608,Aquarium Plaza,Private,Ch91/WPA,1,Central Boston,0.46,"248 Atlantic Avenue, Boston, MA",Special District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,28646.96118,1071.813485, ,INFO_Reallocation From Dept,8608,1071.813485,768,8608,0,0,0,28647,17902,17902,0,0,62.49170943,62.49170943,768,8608,28647,0,0,0,0,3478,7267,17902,0,28647,0,0,0,0,12.14088735,25.36740322,62.49170943,0,100,28646.96143,1071.813485
760,8609,Aquarium Harborwalk I,Private,Ch91/WPA,1,Central Boston,0.53,"248 Atlantic Avenue, Boston, MA",Special District,"Malls, Squares & Plazas",NULL, ,N,X,Central Wharf Harborwalk, ,0,0,24966.93652,3070.983866, ,INFO_Reallocation From Dept,8609,3070.983866,769,8609,5762,0,752,18129,16096,16848,0,4.148050086,92.93397319,88.78592311,769,8609,19190,0,752,0,1061,888,393,16096,1813,17377,0,3.91870766,0,5.528921313,4.627410109,2.047941636,83.87701928,9.447628973,90.55237103,24966.93555,3070.983866
761,8610,Kilmarnock-Brookline Square,Private, ,1,Fenway/Kenmore,0.1,"132 Brookline Ave, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas", , ,N,X, , ,0,0,4385.695068,280.1579523, ,INFO_Reallocation From Dept,8610,280.1579523,770,8610,0,643,91,4388,1357,1448,14.65360073,2.073837739,32.99908842,30.92525068,770,8610,4388,643,91,0,0,2297,0,1357,734,3654,14.65360073,2.073837739,0,0,52.34731085,0,30.92525068,16.72743847,83.27256153,4385.695801,280.1579523
762,8612,Hanlon Square,City of Boston,A97,1,Jamaica Plain,0.04,"2-6 Francis Street, Boston, MA",Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Francis Circle,BPRD,0,0,1673.829834,222.8446873,140,PARK_Maintenance_Region 3,8612,222.8446872,771,8612,0,665,0,1677,1012,1012,39.65414431,0,60.34585569,60.34585569,771,8612,1677,665,0,0,0,0,0,1012,665,1012,39.65414431,0,0,0,0,0,60.34585569,39.65414431,60.34585569,1673.830078,222.8446872
763,8613,Essex Square,City of Boston,A97,1,Charlestown,0.03,"23-25 Essex Street, Boston, MA",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,1093.336182,136.1257416,337,PARK_Maintenance_Ground Maintenance,8613,136.1257417,772,8613,0,145,0,1089,879,879,13.31496786,0,80.71625344,80.71625344,772,8613,1089,145,0,0,0,65,0,879,145,944,13.31496786,0,0,0,5.968778696,0,80.71625344,13.31496786,86.68503214,1093.336426,136.1257416
764,8614,Mt. Pleasant Play Area,City of Boston,A97,3,Roxbury,0.31333134,"30 Mt. Pleasant Ave., Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,17360.64404,575.620438,208,PARK_Maintenance_Region 5,8614,575.620438,773,8614,0,11247,245,17356,5862,6107,64.80179765,1.41161558,35.18667896,33.77506338,773,8614,17356,11247,245,563,0,0,2,5299,12055,5301,64.80179765,1.41161558,3.243834985,0,0,0.011523392,30.53122839,69.45724821,30.54275179,17360.64478,575.6204379
765,8615,Joslin Park,City of Boston,A97,1,Fenway/Kenmore,0.30400885,"3095 Washington St, Roxbury, MA",Institutional District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,13412.53516,665.5180853,168,PARK_Maintenance_Region 3,8615,665.5180853,774,8615,0,7038,3099,13413,2589,5688,52.47148289,23.10445091,42.40662044,19.30216954,774,8615,13413,7038,3099,0,0,0,687,2589,10137,3276,52.47148289,23.10445091,0,0,0,5.121896667,19.30216954,75.5759338,24.4240662,13412.53491,665.5180854
766,8616,Norton/Stonehurst Garden,BNAN_TTOR,Land Trust,5,Dorchester,0.08486794,"107 Norton St, Dorchester, MA",Residential District,Community Gardens,NULL, ,N, , , ,0,0,3482.318848,254.8855595, ,INFO_Reallocation From Dept,8616,254.8855595,775,8616,0,299,2586,3482,579,3165,8.587018955,74.26766226,90.89603676,16.6283745,775,8616,3482,299,2586,0,0,18,0,579,2885,597,8.587018955,74.26766226,0,0,0.516944285,0,16.6283745,82.85468122,17.14531878,3482.318604,254.8855595
767,8617,Lawn Street Garden,Private, ,5,Jamaica Plain,0.13142626,"104 Lawn St, Roxbury, MA",Open Space District,Community Gardens,NULL, ,N, , , ,0,0,6446.367188,405.505695, ,PARK_Maintenance_Ground Maintenance,8617,405.505695,776,8617,0,3262,3135,6446,49,3184,50.60502637,48.63481229,49.39497363,0.76016134,776,8617,6446,3262,3135,0,0,0,0,49,6397,49,50.60502637,48.63481229,0,0,0,0,0.76016134,99.23983866,0.76016134,6446.367188,405.505695
768,8618,Walden Street Community Garden,Community Group/Nonprofit, ,5,Jamaica Plain,0.24024827,"71 Walden St, Roxbury, MA",Residential District,Community Gardens,NULL, ,N, , , ,0,0,10995.30225,423.9385127, ,PARK_Maintenance_Ground Maintenance,8618,423.9385127,777,8618,0,3596,5495,10995,1808,7303,32.70577535,49.97726239,66.4211005,16.44383811,777,8618,10995,3596,5495,0,0,80,16,1808,9091,1904,32.70577535,49.97726239,0,0,0.727603456,0.145520691,16.44383811,82.68303774,17.31696226,10995.30225,423.9385127
769,8619,Hennigan Schoolyard,City of Boston,100,3,Jamaica Plain,1.86,"200 Heath St, Jamaica Plain, MA",Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,82063.6145,2412.586195, ,INFO_Reallocation From Dept,8619,2412.586195,778,8619,0,35909,19999,82065,25221,45220,43.75677816,24.36970694,55.10266252,30.73295558,778,8619,82065,35909,19999,0,0,935,1,25221,55908,26157,43.75677816,24.36970694,0,0,1.139340766,0.001218546,30.73295558,68.1264851,31.8735149,82063.61426,2412.586195
770,8620,Round Hill Street Garden,BNAN_TTOR,Land Trust,5,Jamaica Plain,0.06917935,"24 Round Hill St, Roxbury, MA",Residential District,Community Gardens,NULL, ,N, , , ,0,0,3071.22583,228.8237857, ,INFO_Reallocation From Dept,8620,228.8237856,779,8620,0,645,1640,3070,785,2425,21.00977199,53.42019544,78.99022801,25.57003257,779,8620,3070,645,1640,0,0,0,0,785,2285,785,21.00977199,53.42019544,0,0,0,0,25.57003257,74.42996743,25.57003257,3071.22583,228.8237857
771,8621,Portsmouth Street Playground,City of Boston,A97,3,Allston-Brighton,4.2823461,"35 Portsmouth St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,185610.0884,1913.388791,243,PARK_Maintenance_Region 4,8621,1913.388791,780,8621,1,27997,118938,185604,38491,157429,15.08426543,64.08159307,84.81983147,20.7382384,780,8621,185604,27997,118938,9791,0,76,102,28700,156726,28878,15.08426543,64.08159307,5.275209586,0,0.040947393,0.054955712,15.46302881,84.44106808,15.55893192,185610.0894,1913.388791
772,8622,Heath Square,City of Boston,A97,1,Jamaica Plain,0.07251873,"50 Heath St, Jamaica Plain, MA",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,4264.606934,231.9078585,150,PARK_Maintenance_Region 3,8622,231.9078585,781,8622,0,2029,2103,4269,137,2240,47.52869524,49.26212228,52.47130476,3.209182478,781,8622,4269,2029,2103,0,0,0,0,137,4132,137,47.52869524,49.26212228,0,0,0,0,3.209182478,96.79081752,3.209182478,4264.60791,231.9078585
773,8623,Emmel Square,City of Boston,A97,1,Roslindale,0.02,"40 Smith St, Roxbury, MA",Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Gustav Emmel Square, Carruth Square, Emmet Square (sic)",BPRD,0,0,796.3461914,134.3723914,336,INFO_Reallocation From Dept,8623,134.3723915,782,8623,0,228,410,797,153,563,28.60727729,51.44291092,70.63989962,19.19698871,782,8623,797,228,410,0,0,0,6,153,638,159,28.60727729,51.44291092,0,0,0,0.752823087,19.19698871,80.05018821,19.94981179,796.3459473,134.3723915
